Fecha,Hora,TMP
2021-04-07,0,
2021-04-07,1,
2021-04-07,2,
2021-04-07,3,
2021-04-07,4,
2021-04-07,5,
2021-04-07,6,
2021-04-07,7,
2021-04-07,8,
2021-04-07,9,
2021-04-07,10,
2021-04-07,11,
2021-04-07,12,
2021-04-07,13,
2021-04-07,14,
2021-04-07,15,
2021-04-07,16,
2021-04-07,17,
2021-04-07,18,
2021-04-07,19,
2021-04-07,20,
2021-04-07,21,
2021-04-07,22,
2021-04-07,23,
2021-04-08,0,
2021-04-08,1,
2021-04-08,2,
2021-04-08,3,
2021-04-08,4,
2021-04-08,5,
2021-04-08,6,
2021-04-08,7,
2021-04-08,8,
2021-04-08,9,
2021-04-08,10,
2021-04-08,11,
2021-04-08,12,
2021-04-08,13,
2021-04-08,14,
2021-04-08,15,
2021-04-08,16,
2021-04-08,17,
2021-04-08,18,
2021-04-08,19,
2021-04-08,20,
2021-04-08,21,
2021-04-08,22,
2021-04-08,23,
2021-04-09,0,
2021-04-09,1,
2021-04-09,2,
2021-04-09,3,
2021-04-09,4,
2021-04-09,5,
2021-04-09,6,
2021-04-09,7,
2021-04-09,8,
2021-04-09,9,
2021-04-09,10,
2021-04-09,11,
2021-04-09,12,
2021-04-09,13,
2021-04-09,14,
2021-04-09,15,
2021-04-09,16,
2021-04-09,17,
2021-04-09,18,
2021-04-09,19,
2021-04-09,20,
2021-04-09,21,
2021-04-09,22,
2021-04-09,23,
2021-04-10,0,
2021-04-10,1,
2021-04-10,2,
2021-04-10,3,
2021-04-10,4,
2021-04-10,5,
2021-04-10,6,
2021-04-10,7,
2021-04-10,8,
2021-04-10,9,
2021-04-10,10,
2021-04-10,11,
2021-04-10,12,
2021-04-10,13,
2021-04-10,14,
2021-04-10,15,
2021-04-10,16,
2021-04-10,17,
2021-04-10,18,
2021-04-10,19,
2021-04-10,20,
2021-04-10,21,
2021-04-10,22,
2021-04-10,23,
2021-04-11,0,
2021-04-11,1,
2021-04-11,2,
2021-04-11,3,
2021-04-11,4,
2021-04-11,5,
2021-04-11,6,
2021-04-11,7,
2021-04-11,8,
2021-04-11,9,
2021-04-11,10,
2021-04-11,11,
2021-04-11,12,
2021-04-11,13,
2021-04-11,14,
2021-04-11,15,
2021-04-11,16,
2021-04-11,17,
2021-04-11,18,
2021-04-11,19,
2021-04-11,20,
2021-04-11,21,
2021-04-11,22,
2021-04-11,23,
2021-04-12,0,
2021-04-12,1,
2021-04-12,2,
2021-04-12,3,
2021-04-12,4,
2021-04-12,5,
2021-04-12,6,
2021-04-12,7,
2021-04-12,8,
2021-04-12,9,
2021-04-12,10,
2021-04-12,11,
2021-04-12,12,
2021-04-12,13,
2021-04-12,14,
2021-04-12,15,
2021-04-12,16,
2021-04-12,17,
2021-04-12,18,
2021-04-12,19,
2021-04-12,20,
2021-04-12,21,
2021-04-12,22,
2021-04-12,23,
2021-04-13,0,
2021-04-13,1,
2021-04-13,2,
2021-04-13,3,
2021-04-13,4,
2021-04-13,5,
2021-04-13,6,
2021-04-13,7,
2021-04-13,8,
2021-04-13,9,
2021-04-13,10,
2021-04-13,11,
2021-04-13,12,
2021-04-13,13,
2021-04-13,14,
2021-04-13,15,
2021-04-13,16,
2021-04-13,17,
2021-04-13,18,
2021-04-13,19,
2021-04-13,20,
2021-04-13,21,
2021-04-13,22,
2021-04-13,23,
2021-04-14,0,
2021-04-14,1,
2021-04-14,2,
2021-04-14,3,
2021-04-14,4,
2021-04-14,5,
2021-04-14,6,
2021-04-14,7,
2021-04-14,8,
2021-04-14,9,
2021-04-14,10,
2021-04-14,11,
2021-04-14,12,
2021-04-14,13,
2021-04-14,14,
2021-04-14,15,
2021-04-14,16,
2021-04-14,17,
2021-04-14,18,
2021-04-14,19,
2021-04-14,20,
2021-04-14,21,
2021-04-14,22,
2021-04-14,23,
2021-04-15,0,
2021-04-15,1,
2021-04-15,2,
2021-04-15,3,
2021-04-15,4,
2021-04-15,5,
2021-04-15,6,
2021-04-15,7,
2021-04-15,8,
2021-04-15,9,
2021-04-15,10,
2021-04-15,11,
2021-04-15,12,
2021-04-15,13,
2021-04-15,14,
2021-04-15,15,
2021-04-15,16,
2021-04-15,17,
2021-04-15,18,
2021-04-15,19,
2021-04-15,20,
2021-04-15,21,
2021-04-15,22,
2021-04-15,23,
2021-04-16,0,
2021-04-16,1,
2021-04-16,2,
2021-04-16,3,
2021-04-16,4,
2021-04-16,5,
2021-04-16,6,
2021-04-16,7,
2021-04-16,8,
2021-04-16,9,
2021-04-16,10,
2021-04-16,11,
2021-04-16,12,
2021-04-16,13,
2021-04-16,14,
2021-04-16,15,
2021-04-16,16,
2021-04-16,17,
2021-04-16,18,
2021-04-16,19,
2021-04-16,20,
2021-04-16,21,
2021-04-16,22,
2021-04-16,23,
2021-04-17,0,
2021-04-17,1,
2021-04-17,2,
2021-04-17,3,
2021-04-17,4,
2021-04-17,5,
2021-04-17,6,
2021-04-17,7,
2021-04-17,8,
2021-04-17,9,
2021-04-17,10,
2021-04-17,11,
2021-04-17,12,
2021-04-17,13,
2021-04-17,14,
2021-04-17,15,
2021-04-17,16,
2021-04-17,17,
2021-04-17,18,
2021-04-17,19,
2021-04-17,20,
2021-04-17,21,
2021-04-17,22,
2021-04-17,23,
2021-04-18,0,
2021-04-18,1,
2021-04-18,2,
2021-04-18,3,
2021-04-18,4,
2021-04-18,5,
2021-04-18,6,
2021-04-18,7,
2021-04-18,8,
2021-04-18,9,
2021-04-18,10,
2021-04-18,11,
2021-04-18,12,
2021-04-18,13,
2021-04-18,14,
2021-04-18,15,
2021-04-18,16,
2021-04-18,17,
2021-04-18,18,
2021-04-18,19,
2021-04-18,20,
2021-04-18,21,
2021-04-18,22,
2021-04-18,23,
2021-04-19,0,
2021-04-19,1,
2021-04-19,2,
2021-04-19,3,
2021-04-19,4,
2021-04-19,5,
2021-04-19,6,
2021-04-19,7,
2021-04-19,8,
2021-04-19,9,
2021-04-19,10,
2021-04-19,11,
2021-04-19,12,
2021-04-19,13,
2021-04-19,14,
2021-04-19,15,
2021-04-19,16,
2021-04-19,17,
2021-04-19,18,
2021-04-19,19,
2021-04-19,20,
2021-04-19,21,
2021-04-19,22,
2021-04-19,23,
2021-04-20,0,
2021-04-20,1,
2021-04-20,2,
2021-04-20,3,
2021-04-20,4,
2021-04-20,5,
2021-04-20,6,
2021-04-20,7,
2021-04-20,8,
2021-04-20,9,
2021-04-20,10,
2021-04-20,11,
2021-04-20,12,
2021-04-20,13,
2021-04-20,14,
2021-04-20,15,
2021-04-20,16,
2021-04-20,17,
2021-04-20,18,
2021-04-20,19,
2021-04-20,20,
2021-04-20,21,
2021-04-20,22,
2021-04-20,23,
2021-04-21,0,
2021-04-21,1,
2021-04-21,2,
2021-04-21,3,
2021-04-21,4,
2021-04-21,5,
2021-04-21,6,
2021-04-21,7,
2021-04-21,8,
2021-04-21,9,
2021-04-21,10,
2021-04-21,11,
2021-04-21,12,
2021-04-21,13,
2021-04-21,14,
2021-04-21,15,
2021-04-21,16,
2021-04-21,17,
2021-04-21,18,
2021-04-21,19,
2021-04-21,20,
2021-04-21,21,
2021-04-21,22,
2021-04-21,23,
2021-04-22,0,
2021-04-22,1,
2021-04-22,2,
2021-04-22,3,
2021-04-22,4,
2021-04-22,5,
2021-04-22,6,
2021-04-22,7,
2021-04-22,8,
2021-04-22,9,
2021-04-22,10,
2021-04-22,11,
2021-04-22,12,
2021-04-22,13,
2021-04-22,14,
2021-04-22,15,
2021-04-22,16,
2021-04-22,17,
2021-04-22,18,
2021-04-22,19,
2021-04-22,20,
2021-04-22,21,
2021-04-22,22,
2021-04-22,23,
2021-04-23,0,
2021-04-23,1,
2021-04-23,2,
2021-04-23,3,
2021-04-23,4,
2021-04-23,5,
2021-04-23,6,
2021-04-23,7,
2021-04-23,8,
2021-04-23,9,
2021-04-23,10,
2021-04-23,11,
2021-04-23,12,
2021-04-23,13,
2021-04-23,14,
2021-04-23,15,
2021-04-23,16,
2021-04-23,17,
2021-04-23,18,
2021-04-23,19,
2021-04-23,20,
2021-04-23,21,
2021-04-23,22,
2021-04-23,23,
2021-04-24,0,
2021-04-24,1,
2021-04-24,2,
2021-04-24,3,
2021-04-24,4,
2021-04-24,5,
2021-04-24,6,
2021-04-24,7,
2021-04-24,8,
2021-04-24,9,
2021-04-24,10,
2021-04-24,11,
2021-04-24,12,
2021-04-24,13,
2021-04-24,14,
2021-04-24,15,
2021-04-24,16,
2021-04-24,17,
2021-04-24,18,
2021-04-24,19,
2021-04-24,20,
2021-04-24,21,
2021-04-24,22,
2021-04-24,23,
2021-04-25,0,
2021-04-25,1,
2021-04-25,2,
2021-04-25,3,
2021-04-25,4,
2021-04-25,5,
2021-04-25,6,
2021-04-25,7,
2021-04-25,8,
2021-04-25,9,
2021-04-25,10,
2021-04-25,11,
2021-04-25,12,
2021-04-25,13,
2021-04-25,14,
2021-04-25,15,
2021-04-25,16,
2021-04-25,17,
2021-04-25,18,
2021-04-25,19,
2021-04-25,20,
2021-04-25,21,
2021-04-25,22,
2021-04-25,23,
2021-04-26,0,
2021-04-26,1,
2021-04-26,2,
2021-04-26,3,
2021-04-26,4,
2021-04-26,5,
2021-04-26,6,
2021-04-26,7,
2021-04-26,8,
2021-04-26,9,
2021-04-26,10,
2021-04-26,11,
2021-04-26,12,
2021-04-26,13,
2021-04-26,14,
2021-04-26,15,
2021-04-26,16,
2021-04-26,17,
2021-04-26,18,
2021-04-26,19,
2021-04-26,20,
2021-04-26,21,
2021-04-26,22,
2021-04-26,23,
2021-04-27,0,
2021-04-27,1,
2021-04-27,2,
2021-04-27,3,
2021-04-27,4,
2021-04-27,5,
2021-04-27,6,
2021-04-27,7,
2021-04-27,8,
2021-04-27,9,
2021-04-27,10,
2021-04-27,11,
2021-04-27,12,
2021-04-27,13,
2021-04-27,14,
2021-04-27,15,
2021-04-27,16,
2021-04-27,17,
2021-04-27,18,
2021-04-27,19,
2021-04-27,20,
2021-04-27,21,
2021-04-27,22,
2021-04-27,23,
2021-04-28,0,
2021-04-28,1,
2021-04-28,2,
2021-04-28,3,
2021-04-28,4,
2021-04-28,5,
2021-04-28,6,
2021-04-28,7,
2021-04-28,8,
2021-04-28,9,
2021-04-28,10,
2021-04-28,11,
2021-04-28,12,
2021-04-28,13,
2021-04-28,14,
2021-04-28,15,
2021-04-28,16,
2021-04-28,17,
2021-04-28,18,
2021-04-28,19,
2021-04-28,20,
2021-04-28,21,
2021-04-28,22,
2021-04-28,23,
2021-04-29,0,
2021-04-29,1,
2021-04-29,2,
2021-04-29,3,
2021-04-29,4,
2021-04-29,5,
2021-04-29,6,
2021-04-29,7,
2021-04-29,8,
2021-04-29,9,
2021-04-29,10,
2021-04-29,11,
2021-04-29,12,
2021-04-29,13,
2021-04-29,14,
2021-04-29,15,
2021-04-29,16,
2021-04-29,17,
2021-04-29,18,
2021-04-29,19,
2021-04-29,20,26.83
2021-04-29,21,24.99
2021-04-29,22,23.66
2021-04-29,23,22.79
2021-04-30,0,21.71
2021-04-30,1,21.05
2021-04-30,2,20.82
2021-04-30,3,19.71
2021-04-30,4,18.95
2021-04-30,5,17.75
2021-04-30,6,16.85
2021-04-30,7,15.84
2021-04-30,8,16.82
2021-04-30,9,18.56
2021-04-30,10,20.18
2021-04-30,11,22.65
2021-04-30,12,24.79
2021-04-30,13,26.31
2021-04-30,14,27.5
2021-04-30,15,28.31
2021-04-30,16,28.8
2021-04-30,17,28.86
2021-04-30,18,28.01
2021-04-30,19,27.51
2021-04-30,20,26.28
2021-04-30,21,24.83
2021-04-30,22,23.03
2021-04-30,23,21.99
2021-11-01,0,15.97
2021-11-01,1,14.67
2021-11-01,2,13.46
2021-11-01,3,12.29
2021-11-01,4,11.66
2021-11-01,5,11.14
2021-11-01,6,10.52
2021-11-01,7,10.19
2021-11-01,8,10.95
2021-11-01,9,12.27
2021-11-01,10,15.07
2021-11-01,11,18.24
2021-11-01,12,20.99
2021-11-01,13,22.7
2021-11-01,14,24.37
2021-11-01,15,25.09
2021-11-01,16,25.22
2021-11-01,17,25.65
2021-11-01,18,25.15
2021-11-01,19,22.57
2021-11-01,20,21.76
2021-11-01,21,20.12
2021-11-01,22,18.94
2021-11-01,23,17.25
2021-11-02,0,15.4
2021-11-02,1,14.68
2021-11-02,2,13.83
2021-11-02,3,13.51
2021-11-02,4,12.91
2021-11-02,5,11.18
2021-11-02,6,9.6
2021-11-02,7,9.06
2021-11-02,8,10.21
2021-11-02,9,13.52
2021-11-02,10,16.68
2021-11-02,11,19.5
2021-11-02,12,22.14
2021-11-02,13,24.1
2021-11-02,14,25.34
2021-11-02,15,25.78
2021-11-02,16,25.84
2021-11-02,17,25.67
2021-11-02,18,24.41
2021-11-02,19,22.95
2021-11-02,20,21.34
2021-11-02,21,19.64
2021-11-02,22,18.07
2021-11-02,23,16.88
2021-11-03,0,15.23
2021-11-03,1,14.02
2021-11-03,2,12.99
2021-11-03,3,12.95
2021-11-03,4,11.3
2021-11-03,5,10.05
2021-11-03,6,8.68
2021-11-03,7,7.69
2021-11-03,8,7.91
2021-11-03,9,11.23
2021-11-03,10,15.06
2021-11-03,11,18.83
2021-11-03,12,21.27
2021-11-03,13,23.23
2021-11-03,14,24.32
2021-11-03,15,24.78
2021-11-03,16,25.15
2021-11-03,17,24.92
2021-11-03,18,24.06
2021-11-03,19,21.67
2021-11-03,20,19.42
2021-11-03,21,18.73
2021-11-03,22,17.73
2021-11-03,23,16.06
2021-11-04,0,15.27
2021-11-04,1,14.61
2021-11-04,2,13.54
2021-11-04,3,12.42
2021-11-04,4,12.02
2021-11-04,5,11.89
2021-11-04,6,10.64
2021-11-04,7,9.67
2021-11-04,8,10.12
2021-11-04,9,12.76
2021-11-04,10,16.22
2021-11-04,11,18.8
2021-11-04,12,20.79
2021-11-04,13,22.39
2021-11-04,14,23.41
2021-11-04,15,23.88
2021-11-04,16,24.53
2021-11-04,17,24.2
2021-11-04,18,23.46
2021-11-04,19,21.3
2021-11-04,20,20.39
2021-11-04,21,20.28
2021-11-04,22,18.22
2021-11-04,23,17.89
2021-11-05,0,16.84
2021-11-05,1,15.67
2021-11-05,2,14.66
2021-11-05,3,14.31
2021-11-05,4,13.38
2021-11-05,5,11.95
2021-11-05,6,10.97
2021-11-05,7,10.4
2021-11-05,8,10.12
2021-11-05,9,11.45
2021-11-05,10,13.66
2021-11-05,11,16.11
2021-11-05,12,18.4
2021-11-05,13,20.5
2021-11-05,14,22.39
2021-11-05,15,23.64
2021-11-05,16,24.0
2021-11-05,17,23.71
2021-11-05,18,23.04
2021-11-05,19,21.54
2021-11-05,20,19.44
2021-11-05,21,17.77
2021-11-05,22,17.11
2021-11-05,23,15.52
2021-11-06,0,14.91
2021-11-06,1,13.57
2021-11-06,2,13.01
2021-11-06,3,12.85
2021-11-06,4,11.54
2021-11-06,5,10.7
2021-11-06,6,9.92
2021-11-06,7,7.76
2021-11-06,8,9.76
2021-11-06,9,11.95
2021-11-06,10,15.1
2021-11-06,11,18.63
2021-11-06,12,20.84
2021-11-06,13,22.27
2021-11-06,14,23.19
2021-11-06,15,23.99
2021-11-06,16,24.59
2021-11-06,17,24.63
2021-11-06,18,23.89
2021-11-06,19,21.89
2021-11-06,20,20.26
2021-11-06,21,17.13
2021-11-06,22,16.01
2021-11-06,23,14.58
2021-11-07,0,14.29
2021-11-07,1,13.46
2021-11-07,2,12.43
2021-11-07,3,11.48
2021-11-07,4,10.22
2021-11-07,5,8.21
2021-11-07,6,7.26
2021-11-07,7,6.41
2021-11-07,8,6.34
2021-11-07,9,9.53
2021-11-07,10,12.97
2021-11-07,11,16.57
2021-11-07,12,19.18
2021-11-07,13,21.84
2021-11-07,14,23.27
2021-11-07,15,24.46
2021-11-07,16,24.89
2021-11-07,17,24.87
2021-11-07,18,24.45
2021-11-07,19,21.33
2021-11-07,20,19.39
2021-11-07,21,16.98
2021-11-07,22,15.71
2021-11-07,23,15.11
2021-11-08,0,13.64
2021-11-08,1,12.26
2021-11-08,2,11.06
2021-11-08,3,10.05
2021-11-08,4,9.17
2021-11-08,5,7.17
2021-11-08,6,5.88
2021-11-08,7,5.21
2021-11-08,8,5.38
2021-11-08,9,8.66
2021-11-08,10,12.55
2021-11-08,11,15.82
2021-11-08,12,19.53
2021-11-08,13,22.36
2021-11-08,14,23.25
2021-11-08,15,23.98
2021-11-08,16,24.88
2021-11-08,17,24.89
2021-11-08,18,23.44
2021-11-08,19,21.45
2021-11-08,20,18.74
2021-11-08,21,15.55
2021-11-08,22,14.25
2021-11-08,23,14.04
2021-11-09,0,13.12
2021-11-09,1,11.75
2021-11-09,2,10.38
2021-11-09,3,8.33
2021-11-09,4,7.26
2021-11-09,5,6.2
2021-11-09,6,5.69
2021-11-09,7,5.32
2021-11-09,8,5.41
2021-11-09,9,9.15
2021-11-09,10,13.24
2021-11-09,11,16.73
2021-11-09,12,19.54
2021-11-09,13,21.95
2021-11-09,14,23.62
2021-11-09,15,24.61
2021-11-09,16,25.45
2021-11-09,17,25.81
2021-11-09,18,24.73
2021-11-09,19,22.36
2021-11-09,20,20.6
2021-11-09,21,17.58
2021-11-09,22,15.25
2021-11-09,23,14.71
2021-11-10,0,13.27
2021-11-10,1,11.55
2021-11-10,2,9.34
2021-11-10,3,8.82
2021-11-10,4,7.54
2021-11-10,5,7.28
2021-11-10,6,6.89
2021-11-10,7,6.57
2021-11-10,8,6.79
2021-11-10,9,8.41
2021-11-10,10,12.03
2021-11-10,11,16.63
2021-11-10,12,19.32
2021-11-10,13,21.4
2021-11-10,14,22.68
2021-11-10,15,23.5
2021-11-10,16,24.31
2021-11-10,17,24.43
2021-11-10,18,23.9
2021-11-10,19,20.84
2021-11-10,20,18.35
2021-11-10,21,17.21
2021-11-10,22,16.18
2021-11-10,23,15.76
2021-11-11,0,14.99
2021-11-11,1,12.51
2021-11-11,2,10.06
2021-11-11,3,9.47
2021-11-11,4,8.07
2021-11-11,5,7.88
2021-11-11,6,7.03
2021-11-11,7,6.36
2021-11-11,8,6.54
2021-11-11,9,9.85
2021-11-11,10,13.7
2021-11-11,11,18.16
2021-11-11,12,20.79
2021-11-11,13,23.48
2021-11-11,14,24.64
2021-11-11,15,25.56
2021-11-11,16,25.91
2021-11-11,17,25.79
2021-11-11,18,24.95
2021-11-11,19,23.28
2021-11-11,20,22.24
2021-11-11,21,20.31
2021-11-11,22,17.62
2021-11-11,23,16.5
2021-11-12,0,14.94
2021-11-12,1,13.94
2021-11-12,2,13.14
2021-11-12,3,12.16
2021-11-12,4,11.58
2021-11-12,5,10.58
2021-11-12,6,10.33
2021-11-12,7,9.71
2021-11-12,8,9.73
2021-11-12,9,11.68
2021-11-12,10,14.4
2021-11-12,11,17.02
2021-11-12,12,19.11
2021-11-12,13,20.77
2021-11-12,14,21.81
2021-11-12,15,23.04
2021-11-12,16,23.66
2021-11-12,17,23.65
2021-11-12,18,22.82
2021-11-12,19,21.3
2021-11-12,20,19.84
2021-11-12,21,18.9
2021-11-12,22,17.12
2021-11-12,23,15.9
2021-11-13,0,14.81
2021-11-13,1,13.61
2021-11-13,2,12.8
2021-11-13,3,12.58
2021-11-13,4,11.93
2021-11-13,5,11.46
2021-11-13,6,10.33
2021-11-13,7,9.89
2021-11-13,8,9.73
2021-11-13,9,11.47
2021-11-13,10,14.0
2021-11-13,11,16.24
2021-11-13,12,17.5
2021-11-13,13,19.39
2021-11-13,14,20.18
2021-11-13,15,20.57
2021-11-13,16,21.2
2021-11-13,17,20.9
2021-11-13,18,20.69
2021-11-13,19,18.81
2021-11-13,20,16.91
2021-11-13,21,15.52
2021-11-13,22,14.63
2021-11-13,23,13.53
2021-11-14,0,12.15
2021-11-14,1,11.38
2021-11-14,2,10.2
2021-11-14,3,9.46
2021-11-14,4,9.17
2021-11-14,5,9.29
2021-11-14,6,8.71
2021-11-14,7,8.18
2021-11-14,8,7.7
2021-11-14,9,8.59
2021-11-14,10,10.76
2021-11-14,11,13.21
2021-11-14,12,16.12
2021-11-14,13,18.38
2021-11-14,14,20.07
2021-11-14,15,20.98
2021-11-14,16,21.74
2021-11-14,17,21.39
2021-11-14,18,20.94
2021-11-14,19,19.5
2021-11-14,20,18.65
2021-11-14,21,17.39
2021-11-14,22,14.94
2021-11-14,23,14.08
2021-11-15,0,13.28
2021-11-15,1,12.93
2021-11-15,2,11.77
2021-11-15,3,10.45
2021-11-15,4,9.72
2021-11-15,5,9.47
2021-11-15,6,8.7
2021-11-15,7,5.74
2021-11-15,8,5.67
2021-11-15,9,9.68
2021-11-15,10,13.4
2021-11-15,11,16.24
2021-11-15,12,19.46
2021-11-15,13,21.41
2021-11-15,14,22.3
2021-11-15,15,22.65
2021-11-15,16,22.97
2021-11-15,17,22.52
2021-11-15,18,21.87
2021-11-15,19,20.36
2021-11-15,20,18.74
2021-11-15,21,17.67
2021-11-15,22,14.48
2021-11-15,23,13.84
2021-11-16,0,13.41
2021-11-16,1,12.71
2021-11-16,2,11.66
2021-11-16,3,9.58
2021-11-16,4,8.5
2021-11-16,5,7.23
2021-11-16,6,5.92
2021-11-16,7,4.93
2021-11-16,8,5.16
2021-11-16,9,8.91
2021-11-16,10,12.39
2021-11-16,11,15.65
2021-11-16,12,18.43
2021-11-16,13,20.48
2021-11-16,14,21.31
2021-11-16,15,22.33
2021-11-16,16,22.63
2021-11-16,17,22.46
2021-11-16,18,21.04
2021-11-16,19,19.38
2021-11-16,20,16.38
2021-11-16,21,15.4
2021-11-16,22,14.2
2021-11-16,23,14.01
2021-11-17,0,13.2
2021-11-17,1,10.45
2021-11-17,2,8.51
2021-11-17,3,7.81
2021-11-17,4,6.96
2021-11-17,5,6.51
2021-11-17,6,5.9
2021-11-17,7,6.48
2021-11-17,8,6.62
2021-11-17,9,8.07
2021-11-17,10,10.73
2021-11-17,11,14.88
2021-11-17,12,18.25
2021-11-17,13,20.43
2021-11-17,14,21.46
2021-11-17,15,22.33
2021-11-17,16,22.69
2021-11-17,17,22.47
2021-11-17,18,21.71
2021-11-17,19,19.83
2021-11-17,20,17.22
2021-11-17,21,15.74
2021-11-17,22,14.45
2021-11-17,23,14.26
2021-11-18,0,12.82
2021-11-18,1,11.6
2021-11-18,2,9.87
2021-11-18,3,8.08
2021-11-18,4,7.89
2021-11-18,5,6.69
2021-11-18,6,6.22
2021-11-18,7,5.77
2021-11-18,8,6.03
2021-11-18,9,8.59
2021-11-18,10,13.38
2021-11-18,11,17.16
2021-11-18,12,20.45
2021-11-18,13,22.69
2021-11-18,14,23.21
2021-11-18,15,23.19
2021-11-18,16,24.38
2021-11-18,17,23.37
2021-11-18,18,22.85
2021-11-18,19,21.74
2021-11-18,20,20.39
2021-11-18,21,17.98
2021-11-18,22,16.77
2021-11-18,23,15.84
2021-11-19,0,15.01
2021-11-19,1,14.29
2021-11-19,2,13.41
2021-11-19,3,12.16
2021-11-19,4,11.36
2021-11-19,5,10.69
2021-11-19,6,9.7
2021-11-19,7,9.85
2021-11-19,8,10.13
2021-11-19,9,12.19
2021-11-19,10,15.06
2021-11-19,11,17.83
2021-11-19,12,19.52
2021-11-19,13,20.86
2021-11-19,14,20.99
2021-11-19,15,20.96
2021-11-19,16,20.94
2021-11-19,17,20.94
2021-11-19,18,20.08
2021-11-19,19,18.37
2021-11-19,20,16.53
2021-11-19,21,15.28
2021-11-19,22,14.07
2021-11-19,23,12.97
2021-11-20,0,12.35
2021-11-20,1,11.74
2021-11-20,2,11.34
2021-11-20,3,10.72
2021-11-20,4,9.76
2021-11-20,5,9.05
2021-11-20,6,8.58
2021-11-20,7,8.2
2021-11-20,8,7.84
2021-11-20,9,9.85
2021-11-20,10,12.34
2021-11-20,11,15.39
2021-11-20,12,17.92
2021-11-20,13,20.05
2021-11-20,14,21.76
2021-11-20,15,22.05
2021-11-20,16,22.63
2021-11-20,17,22.58
2021-11-20,18,21.86
2021-11-20,19,19.72
2021-11-20,20,17.51
2021-11-20,21,15.66
2021-11-20,22,15.79
2021-11-20,23,13.99
2021-11-21,0,13.46
2021-11-21,1,13.01
2021-11-21,2,11.61
2021-11-21,3,10.46
2021-11-21,4,9.77
2021-11-21,5,8.32
2021-11-21,6,7.55
2021-11-21,7,7.07
2021-11-21,8,7.1
2021-11-21,9,9.68
2021-11-21,10,13.11
2021-11-21,11,16.52
2021-11-21,12,19.43
2021-11-21,13,21.53
2021-11-21,14,22.46
2021-11-21,15,23.06
2021-11-21,16,23.59
2021-11-21,17,23.77
2021-11-21,18,23.43
2021-11-21,19,20.63
2021-11-21,20,18.07
2021-11-21,21,15.67
2021-11-21,22,15.78
2021-11-21,23,13.97
2021-11-22,0,13.82
2021-11-22,1,13.21
2021-11-22,2,11.83
2021-11-22,3,10.61
2021-11-22,4,9.58
2021-11-22,5,8.76
2021-11-22,6,8.74
2021-11-22,7,8.47
2021-11-22,8,9.96
2021-11-22,9,12.05
